Category,Phecode,ICD10,Description
ICD10 Diseases of the digestive system,528,K137,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue"
ICD10 Diseases of the digestive system,528.11,K121,Stomatitis and mucositis 
ICD10 Diseases of the digestive system,528.12,K120,Oral aphthae
ICD10 Diseases of the digestive system,528.3,K122,Cellulitis and abscess of oral soft tissues
ICD10 Diseases of the digestive system,528.3,K113,Cellulitis and abscess of oral soft tissues
ICD10 Diseases of the digestive system,528.41,K116,Cyst of the salivary gland
ICD10 Diseases of the digestive system,528.5,K130,Diseases of lips
ICD10 Diseases of the digestive system,528.6,K133,Leukoplakia of oral mucosa
ICD10 Diseases of the digestive system,528.6,K132,Leukoplakia of oral mucosa
ICD10 Diseases of the digestive system,528.7,K115,Sialolithiasis
ICD10 Diseases of the digestive system,529,K149,Diseases and other conditions of the tongue
ICD10 Diseases of the digestive system,529,K148,Diseases and other conditions of the tongue
ICD10 Diseases of the digestive system,529,K144,Diseases and other conditions of the tongue
ICD10 Diseases of the digestive system,529,K14,Diseases and other conditions of the tongue
ICD10 Diseases of the digestive system,529,K143,Diseases and other conditions of the tongue
ICD10 Diseases of the digestive system,529,K145,Diseases and other conditions of the tongue
ICD10 Diseases of the digestive system,529.1,K142,Glossitis
ICD10 Diseases of the digestive system,529.1,A260,Glossitis
ICD10 Diseases of the digestive system,529.1,K140,Glossitis
ICD10 Diseases of the digestive system,529.1,K141,Glossitis
ICD10 Diseases of the digestive system,530,K223,Diseases of esophagus
ICD10 Diseases of the digestive system,530,K229,Diseases of esophagus
ICD10 Diseases of the digestive system,530,K238,Diseases of esophagus
ICD10 Diseases of the digestive system,530,K230,Diseases of esophagus
ICD10 Diseases of the digestive system,530,K23,Diseases of esophagus
ICD10 Diseases of the digestive system,530.1,K20,"Esophagitis, GERD and related diseases"
ICD10 Diseases of the digestive system,530.11,K219,GERD
ICD10 Diseases of the digestive system,530.11,K21,GERD
ICD10 Diseases of the digestive system,530.12,K221,Ulcer of esophagus
ICD10 Diseases of the digestive system,530.14,K210,Reflux esophagitis
ICD10 Diseases of the circulatory system,530.2,I982,Esophageal bleeding 
ICD10 Diseases of the circulatory system,530.2,I859,Esophageal bleeding 
ICD10 Diseases of the circulatory system,530.2,I850,Esophageal bleeding 
ICD10 Diseases of the circulatory system,530.2,K228,Esophageal bleeding 
ICD10 Diseases of the circulatory system,530.2,I85,Esophageal bleeding 
ICD10 Diseases of the digestive system,530.3,K222,Stricture and stenosis of esophagus
ICD10 Diseases of the digestive system,530.5,K220,Disorders of esophageal motility
ICD10 Diseases of the digestive system,530.5,K224,Disorders of esophageal motility
ICD10 Diseases of the digestive system,530.6,K225,"Diverticulum of esophagus, acquired"
ICD10 Diseases of the digestive system,530.7,K226,Gastroesophageal laceration-hemorrhage syndrome
ICD10 Diseases of the digestive system,531.1,K254,Hemorrhage from gastrointestinal ulcer
ICD10 Diseases of the digestive system,531.1,K250,Hemorrhage from gastrointestinal ulcer
ICD10 Diseases of the digestive system,531.1,K286,Hemorrhage from gastrointestinal ulcer
ICD10 Diseases of the digestive system,531.1,K252,Hemorrhage from gastrointestinal ulcer
ICD10 Diseases of the digestive system,531.1,K282,Hemorrhage from gastrointestinal ulcer
ICD10 Diseases of the digestive system,531.1,K280,Hemorrhage from gastrointestinal ulcer
ICD10 Diseases of the digestive system,531.1,K272,Hemorrhage from gastrointestinal ulcer
ICD10 Diseases of the digestive system,531.1,K260,Hemorrhage from gastrointestinal ulcer
ICD10 Diseases of the digestive system,531.1,K256,Hemorrhage from gastrointestinal ulcer
ICD10 Diseases of the digestive system,531.1,K270,Hemorrhage from gastrointestinal ulcer
ICD10 Diseases of the digestive system,531.1,K262,Hemorrhage from gastrointestinal ulcer
ICD10 Diseases of the digestive system,531.1,K274,Hemorrhage from gastrointestinal ulcer
ICD10 Diseases of the digestive system,531.1,K284,Hemorrhage from gastrointestinal ulcer
ICD10 Diseases of the digestive system,531.1,K264,Hemorrhage from gastrointestinal ulcer
ICD10 Diseases of the digestive system,531.1,K266,Hemorrhage from gastrointestinal ulcer
ICD10 Diseases of the digestive system,531.2,K251,Gastric ulcer
ICD10 Diseases of the digestive system,531.2,K253,Gastric ulcer
ICD10 Diseases of the digestive system,531.2,K25,Gastric ulcer
ICD10 Diseases of the digestive system,531.2,K259,Gastric ulcer
ICD10 Diseases of the digestive system,531.2,K255,Gastric ulcer
ICD10 Diseases of the digestive system,531.2,K257,Gastric ulcer
ICD10 Diseases of the digestive system,531.3,K267,Duodenal ulcer
ICD10 Diseases of the digestive system,531.3,K269,Duodenal ulcer
ICD10 Diseases of the digestive system,531.3,K26,Duodenal ulcer
ICD10 Diseases of the digestive system,531.3,K261,Duodenal ulcer
ICD10 Diseases of the digestive system,531.3,K265,Duodenal ulcer
ICD10 Diseases of the digestive system,531.3,K263,Duodenal ulcer
ICD10 Diseases of the digestive system,531.4,K276,"Peptic ulcer, site unspecified"
ICD10 Diseases of the digestive system,531.4,K277,"Peptic ulcer, site unspecified"
ICD10 Diseases of the digestive system,531.4,K273,"Peptic ulcer, site unspecified"
ICD10 Diseases of the digestive system,531.4,K271,"Peptic ulcer, site unspecified"
ICD10 Diseases of the digestive system,531.4,K275,"Peptic ulcer, site unspecified"
ICD10 Diseases of the digestive system,531.4,K279,"Peptic ulcer, site unspecified"
ICD10 Diseases of the digestive system,535,K297,Gastritis and duodenitis
ICD10 Diseases of the digestive system,535,K29,Gastritis and duodenitis
ICD10 Diseases of the digestive system,535,K299,Gastritis and duodenitis
ICD10 Diseases of the digestive system,535.1,K291,Acute gastritis
ICD10 Diseases of the digestive system,535.1,K290,Acute gastritis
ICD10 Diseases of the digestive system,535.2,K294,Atrophic gastritis
ICD10 Diseases of the digestive system,535.6,K298,Duodenitis
ICD10 Diseases of the digestive system,535.8,K293,Other specified gastritis
ICD10 Diseases of the digestive system,535.8,K296,Other specified gastritis
ICD10 Diseases of the digestive system,535.8,K295,Other specified gastritis
ICD10 Diseases of the digestive system,537,K316,Other disorders of stomach and duodenum
ICD10 Diseases of the digestive system,537,K318,Other disorders of stomach and duodenum
ICD10 Diseases of the digestive system,537,K311,Other disorders of stomach and duodenum
ICD10 Diseases of the digestive system,537,K314,Other disorders of stomach and duodenum
ICD10 Diseases of the digestive system,537,K313,Other disorders of stomach and duodenum
ICD10 Diseases of the digestive system,537,K31,Other disorders of stomach and duodenum
ICD10 Diseases of the digestive system,537,K315,Other disorders of stomach and duodenum
ICD10 Diseases of the digestive system,537,K312,Other disorders of stomach and duodenum
ICD10 Diseases of the digestive system,537,K319,Other disorders of stomach and duodenum
ICD10 Diseases of the digestive system,540,K38,Appendiceal conditions
ICD10 Diseases of the digestive system,540,K380,Appendiceal conditions
ICD10 Diseases of the digestive system,540,K381,Appendiceal conditions
ICD10 Diseases of the digestive system,540,K388,Appendiceal conditions
ICD10 Diseases of the digestive system,540,K382,Appendiceal conditions
ICD10 Diseases of the digestive system,540,K383,Appendiceal conditions
ICD10 Diseases of the digestive system,540,K389,Appendiceal conditions
ICD10 Diseases of the digestive system,540.1,K36,Appendicitis
ICD10 Diseases of the digestive system,540.1,K37,Appendicitis
ICD10 Diseases of the digestive system,540.11,K350,Acute appendicitis
ICD10 Diseases of the digestive system,540.11,K359,Acute appendicitis
ICD10 Diseases of the digestive system,540.11,K351,Acute appendicitis
ICD10 Diseases of the digestive system,540.11,K35,Acute appendicitis
ICD10 Diseases of the digestive system,550,K461,Abdominal hernia
ICD10 Diseases of the digestive system,550,K439,Abdominal hernia
ICD10 Diseases of the digestive system,550,K458,Abdominal hernia
ICD10 Diseases of the digestive system,550,K469,Abdominal hernia
ICD10 Diseases of the digestive system,550,K46,Abdominal hernia
ICD10 Diseases of the digestive system,550,K45,Abdominal hernia
ICD10 Diseases of the digestive system,550,K430,Abdominal hernia
ICD10 Diseases of the digestive system,550,K460,Abdominal hernia
ICD10 Diseases of the digestive system,550,K450,Abdominal hernia
ICD10 Diseases of the digestive system,550,K451,Abdominal hernia
ICD10 Diseases of the digestive system,550.1,K400,Inguinal hernia
ICD10 Diseases of the digestive system,550.1,K40,Inguinal hernia
ICD10 Diseases of the digestive system,550.1,K402,Inguinal hernia
ICD10 Diseases of the digestive system,550.1,K401,Inguinal hernia
ICD10 Diseases of the digestive system,550.1,K409,Inguinal hernia
ICD10 Diseases of the digestive system,550.1,K403,Inguinal hernia
ICD10 Diseases of the digestive system,550.1,K404,Inguinal hernia
ICD10 Diseases of the digestive system,550.2,K44,Diaphragmatic hernia
ICD10 Diseases of the digestive system,550.2,K440,Diaphragmatic hernia
ICD10 Diseases of the digestive system,550.2,K441,Diaphragmatic hernia
ICD10 Diseases of the digestive system,550.2,K449,Diaphragmatic hernia
ICD10 Diseases of the digestive system,550.3,K411,Femoral hernia
ICD10 Diseases of the digestive system,550.3,K41,Femoral hernia
ICD10 Diseases of the digestive system,550.3,K410,Femoral hernia
ICD10 Diseases of the digestive system,550.3,K414,Femoral hernia
ICD10 Diseases of the digestive system,550.3,K419,Femoral hernia
ICD10 Diseases of the digestive system,550.3,K413,Femoral hernia
ICD10 Diseases of the digestive system,550.3,K412,Femoral hernia
ICD10 Diseases of the digestive system,550.4,K421,Umbilical hernia
ICD10 Diseases of the digestive system,550.4,K429,Umbilical hernia
ICD10 Diseases of the digestive system,550.4,K420,Umbilical hernia
ICD10 Diseases of the digestive system,550.4,K42,Umbilical hernia
ICD10 Diseases of the digestive system,550.5,K439,Ventral hernia
ICD10 Diseases of the digestive system,550.5,K469,Ventral hernia
ICD10 Diseases of the digestive system,550.5,K431,Ventral hernia
ICD10 Diseases of the digestive system,550.5,K43,Ventral hernia
ICD10 Diseases of the digestive system,555.1,K500,Regional enteritis
ICD10 Diseases of the digestive system,555.1,K508,Regional enteritis
ICD10 Diseases of the digestive system,555.1,K501,Regional enteritis
ICD10 Diseases of the digestive system,555.1,K50,Regional enteritis
ICD10 Diseases of the digestive system,555.1,K509,Regional enteritis
ICD10 Diseases of the digestive system,555.2,K513,Ulcerative colitis
ICD10 Diseases of the digestive system,555.2,K515,Ulcerative colitis
ICD10 Diseases of the digestive system,555.2,K51,Ulcerative colitis
ICD10 Diseases of the digestive system,555.2,K514,Ulcerative colitis
ICD10 Diseases of the digestive system,555.2,K519,Ulcerative colitis
ICD10 Diseases of the digestive system,555.2,K518,Ulcerative colitis
ICD10 Diseases of the digestive system,555.21,K512,Ulcerative colitis 
ICD10 Diseases of the digestive system,555.21,K511,Ulcerative colitis 
ICD10 Diseases of the digestive system,555.21,K510,Ulcerative colitis 
ICD10 Diseases of the digestive system,556,K626,Ulceration of the lower GI tract
ICD10 Diseases of the digestive system,556.1,K633,Ulceration of intestine
ICD10 Diseases of the digestive system,557,K90,Intestinal malabsorption 
ICD10 Diseases of the digestive system,557,K909,Intestinal malabsorption 
ICD10 Diseases of the digestive system,557,K902,Intestinal malabsorption 
ICD10 Diseases of the digestive system,557,K908,Intestinal malabsorption 
ICD10 Diseases of the digestive system,557,K904,Intestinal malabsorption 
ICD10 Diseases of the digestive system,557.1,K900,Celiac disease
ICD10 Diseases of the digestive system,557.1,K901,Celiac disease
ICD10 Diseases of the digestive system,558,K529,Noninfectious gastroenteritis
ICD10 Diseases of the digestive system,560.1,K567,Paralytic ileus
ICD10 Diseases of the digestive system,560.1,K560,Paralytic ileus
ICD10 Diseases of the digestive system,560.2,K564,Impaction of intestine
ICD10 Diseases of the digestive system,560.3,K565,Peritoneal or intestinal adhesions
ICD10 Diseases of the digestive system,560.4,K563,Other intestinal obstruction
ICD10 Diseases of the digestive system,560.4,K566,Other intestinal obstruction
ICD10 Diseases of the digestive system,560.4,K561,Other intestinal obstruction
ICD10 Diseases of the digestive system,560.4,K565,Other intestinal obstruction
ICD10 Diseases of the digestive system,560.4,K562,Other intestinal obstruction
ICD10 Diseases of the digestive system,561.1,K528,Diarrhea
ICD10 Diseases of the digestive system,561.1,K522,Diarrhea
ICD10 Diseases of the digestive system,562.1,K575,Diverticulosis
ICD10 Diseases of the digestive system,562.1,K579,Diverticulosis
ICD10 Diseases of the digestive system,562.1,K570,Diverticulosis
ICD10 Diseases of the digestive system,562.1,K574,Diverticulosis
ICD10 Diseases of the digestive system,562.1,K578,Diverticulosis
ICD10 Diseases of the digestive system,562.1,K573,Diverticulosis
ICD10 Diseases of the digestive system,562.1,K57,Diverticulosis
ICD10 Diseases of the digestive system,562.1,K571,Diverticulosis
ICD10 Diseases of the digestive system,562.1,K572,Diverticulosis
